"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.Name","INDICATOR.Name","FREQUENCY.Name","SCALE.Name","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"IMF.RES:WEO(4.0.0)","TON.TMG_RPCH.A","OBS_VALUE","Tonga","Imports of goods, Volume, Percent change","Annual","Units","5.397","3.019","-4.86","4.078","7.763","-5.032","9.819","17.356","-8.702","-6.34","-2.588","7.956","10.076","-3.21","-2.05","0.763","-2.435","-0.955"
"IMF.RES:WEO(4.0.0)","TTO.TMG_RPCH.A","OBS_VALUE","Trinidad and Tobago","Imports of goods, Volume, Percent change","Annual","Units","10.39","2.568","4.551","9.817","4.722","-20.337","-21.957","16.704","10.74","1.789","-9.261","17.074","-0.699","-15.18","-3.763","-10.101","-11.784","-0.075"
"IMF.RES:WEO(4.0.0)","TUN.TMG_RPCH.A","OBS_VALUE","Tunisia","Imports of goods, Volume, Percent change","Annual","Units","7.806","-1.747","5.659","8.605","4.778","-4.592","15.426","-3.816","8.426","-1.505","2.974","-2.569","5.21","3.368","-26.697","-9.138","-15.266","10.761"
"IMF.RES:WEO(4.0.0)","TWN.TMG_RPCH.A","OBS_VALUE","Taiwan Province of China","Imports of goods, Volume, Percent change","Annual","Units","18.685","3.252","5.513","3.287","-0.833","-15.208","32.04","1.575","21.132","1.587","1.624","-1.377","-6.524","3.692","1.031","2.567","-5.276","13.435"
"IMF.RES:WEO(4.0.0)","UGA.TMG_RPCH.A","OBS_VALUE","Uganda","Imports of goods, Volume, Percent change","Annual","Units","7.321","7.418","7.233","12.167","38.529","-0.824","-5.28","2.927","7.739","-3.172","11.698","15.069","-3.608","8.054","17.87","17.799","-2.998","-6.674"
"IMF.RES:WEO(4.0.0)","TZA.TMG_RPCH.A","OBS_VALUE","Tanzania, United Republic of","Imports of goods, Volume, Percent change","Annual","Units","9.242","6.236","8.622","14.026","8.39","6.304","7.605","16.347","11.39","4.914","8.199","1.659","-10.911","-13.158","2.276","5.596","0.216","9.002"
"IMF.RES:WEO(4.0.0)","URY.TMG_RPCH.A","OBS_VALUE","Uruguay","Imports of goods, Volume, Percent change","Annual","Units","","","","","","","","","","-0.519","0.144","-5.247","-10.107","3.077","-2.483","-5.628","-3.729","22.164"
"IMF.RES:WEO(4.0.0)","UZB.TMG_RPCH.A","OBS_VALUE","Uzbekistan, Republic of","Imports of goods, Volume, Percent change","Annual","Units","13.292","-0.785","9.46","38.373","24.58","15.825","-5.721","11.307","9.8","5.096","1.729","8.275","0.038","2.409","40.206","15.847","-8.623","-2.46"
"IMF.RES:WEO(4.0.0)","VNM.TMG_RPCH.A","OBS_VALUE","Vietnam","Imports of goods, Volume, Percent change","Annual","Units","33.476","6.692","17.691","33.621","17.762","-7.329","4.247","2.805","13.764","19.62","12.913","16.134","12.855","19.436","9.526","3.684","3.487","18.203"
"IMF.RES:WEO(4.0.0)","WBG.TMG_RPCH.A","OBS_VALUE","West Bank and Gaza","Imports of goods, Volume, Percent change","Annual","Units","15.716","11.868","-17.058","7.436","10.501","9.661","-7.354","8.414","15.21","-4.488","5.302","10.843","2.652","0.449","5.126","1.201","-13.236","15.257"
