"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.Name","INDICATOR.Name","FREQUENCY.Name","SCALE.Name","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"IMF.RES:WEO(4.0.0)","TUN.TXG_RPCH.A","OBS_VALUE","Tunisia","Exports of goods, Volume, Percent change","Annual","Units","15.231","1.491","6.345","17.699","-2.585","-2.161","6.507","-3.939","1.634","-0.732","-2.936","-2.818","2.021","3.209","-57.613","-8.863","-6.5","15.899"
"IMF.RES:WEO(4.0.0)","TON.TXG_RPCH.A","OBS_VALUE","Tonga","Exports of goods, Volume, Percent change","Annual","Units","-8.314","9.057","-44.646","25.869","-12.982","-38.558","-5.561","89.488","-13.405","-1.838","26.968","1.851","28.339","-40.185","-29.092","-0.077","59.236","-20.158"
"IMF.RES:WEO(4.0.0)","TTO.TXG_RPCH.A","OBS_VALUE","Trinidad and Tobago","Exports of goods, Volume, Percent change","Annual","Units","11.471","32.806","33.93","-14.39","21.675","-42.818","5.662","38.054","-3.825","9.916","-10.542","-9.407","-21.454","6.998","3.334","-18.271","-25.486","44.061"
"IMF.RES:WEO(4.0.0)","TWN.TXG_RPCH.A","OBS_VALUE","Taiwan Province of China","Exports of goods, Volume, Percent change","Annual","Units","13.889","5.35","12.361","9.293","3.263","-10.541","28.048","5.977","22.084","0.572","1.523","-2.826","-5.614","6.739","-0.675","1.468","-3.306","13.6"
"IMF.RES:WEO(4.0.0)","TZA.TXG_RPCH.A","OBS_VALUE","Tanzania, United Republic of","Exports of goods, Volume, Percent change","Annual","Units","17.758","9.512","-2.083","-0.413","-1.835","-2.101","7.54","6.637","2.938","1.74","6.934","13.717","-3.372","-10.431","14.125","12.843","2.221","1.876"
"IMF.RES:WEO(4.0.0)","UGA.TXG_RPCH.A","OBS_VALUE","Uganda","Exports of goods, Volume, Percent change","Annual","Units","25.356","20.455","-0.188","28.942","17.859","5.894","-21.448","1.3","16.911","5.272","-5.622","3.926","12.912","10.418","7.464","20.824","5.666","-10.31"
"IMF.RES:WEO(4.0.0)","UZB.TXG_RPCH.A","OBS_VALUE","Uzbekistan, Republic of","Exports of goods, Volume, Percent change","Annual","Units","28.482","-2.338","-8.478","29.387","11.126","7.103","-1.514","12.626","-8.242","9.862","-8.08","2.716","10.196","14.035","9.482","17.06","-14.435","-8.021"
"IMF.RES:WEO(4.0.0)","URY.TXG_RPCH.A","OBS_VALUE","Uruguay","Exports of goods, Volume, Percent change","Annual","Units","","","","","","","","","","3.65","5.321","-8.95","-3.771","1.666","3.912","-0.399","-15.28","33.266"
"IMF.RES:WEO(4.0.0)","VNM.TXG_RPCH.A","OBS_VALUE","Vietnam","Exports of goods, Volume, Percent change","Annual","Units","31.446","7.575","14.366","13.7","3.216","6.471","6.356","9.827","15.03","18.408","12.294","15.278","11.799","17.823","12.075","4.766","7.648","14.892"
"IMF.RES:WEO(4.0.0)","WBG.TXG_RPCH.A","OBS_VALUE","West Bank and Gaza","Exports of goods, Volume, Percent change","Annual","Units","5.728","6.81","6.147","11.718","19.287","4.081","9.916","25.849","-1.269","7.417","12.239","-4.643","-0.784","13.837","2.604","-0.514","-7.68","16.859"
