"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.Name","INDEX_TYPE.Name","COICOP_1999.Name","TYPE_OF_TRANSFORMATION.Name","FREQUENCY.Name","SCALE.Name","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"IMF.STA:CPI(1.0.0)","DJI.CPI.CP01.IX.A","OBS_VALUE","Djibouti","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","","","","","","","","","","","",""
"IMF.STA:CPI(1.0.0)","DMA.CPI.CP01.IX.A","OBS_VALUE","Dominica","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","","103.3625","107.2333333333333","108.94","110.1236851666666","110.9133333333334","111.015","110.765","113.1591666666666","115.2873550083333","115.9558333333333","117.3816666666667"
"IMF.STA:CPI(1.0.0)","DNK.CPI.CP01.IX.A","OBS_VALUE","Denmark","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","78.70833333333331","79.21666666666668","81.375","85.00833333333333","91.44166666666668","91.35833333333332","91.7","95.33333333333331","99.425","99.85","98.98333333333335","100.0083333333333","100.1083333333333","102.9166666666667","102.9583333333333","104.3916666666666","105.0583333333333","105.6666666666667"
"IMF.STA:CPI(1.0.0)","DOM.CPI.CP01.IX.A","OBS_VALUE","Dominican Republic","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","50.7096816058869","49.28913974498598","50.9037969692088","53.04245995593398","61.4197279812305","63.42170771096838","66.06504074671771","69.68771638388633","73.1753231632814","76.57785310361865","79.57103569692384","84.93114836855273","86.75717458194032","88.76422691293972","91.96779121049644","95.4187035065918","101.4807581474064","111.5003333333334"
"IMF.STA:CPI(1.0.0)","DZA.CPI.CP01.IX.A","OBS_VALUE","Algeria","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","107.75","112.2925","119.4316666666667","128.395","138.9608333333334","144.8483333333333","150.9625","169.4133333333333","174.7983333333333","181.6125","190.1566666666666","196.605","206.4608333333334","213.4333333333333","212.2441666666667","212.68","234.2208333333333"
"IMF.STA:CPI(1.0.0)","ECU.CPI.CP01.IX.A","OBS_VALUE","Ecuador","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","58.77862602445775","62.1169670528017","64.13842807345955","74.93824302663548","79.34883550279825","83.18069705519486","88.7750994708168","93.93408713519987","95.60857981716379","99.93107528494895","104.1381757839648","106.7787576647522","107.3103718111578","105.5618286466578","105.6086815141947","106.4116135230373","105.5034015409931"
"IMF.STA:CPI(1.0.0)","EGY.CPI.CP01.IX.A","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","29.09921999010825","33.6069578680513","36.6997550784979","41.2554926505116","46.3321442040153","51.27749263852448","59.821243315137","82.93887799177915","93.9735813055055","100.6181605813422","100.4344272742992","105.0258507838053"
"IMF.STA:CPI(1.0.0)","ESP.CPI.CP01.IX.A","OBS_VALUE","Spain","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","72.67816666666668","74.97350000000002","78.05683333333332","80.93875","85.69716666666667","84.79625","84.08749999999998","85.81333333333332","87.81025","90.25708333333333","89.94233333333332","90.99774999999998","92.27225","93.407","94.94566666666668","95.92766666666668","98.18675","99.99983333333331"
"IMF.STA:CPI(1.0.0)","EST.CPI.CP01.IX.A","OBS_VALUE","Estonia, Republic of","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","118.05","122.2333333333333","128.4","140.3916666666666","160.3083333333333","153.8583333333333","158.5333333333333","173.8833333333333","180.55","188.0333333333334","188.0666666666667","187.0525","187.125","197.825","203.7916666666666","209.9666666666666","214.4583333333334","218.4"
"IMF.STA:CPI(1.0.0)","ETH.CPI.CP01.IX.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","15.96761912442997","18.01736775872622","20.46919712689829","24.96328080707701","39.94356743480358","41.26088271354788","41.88482652618398","58.2925611112099","74.6780281696961","78.97401164268742","83.26036346563932","93.34690670066125","99.46841505242315","110.7330937470241","124.5708799791069","148.1559866267799","182.3752843743962","240.3416666666667"
"IMF.STA:CPI(1.0.0)","FIN.CPI.CP01.IX.A","OBS_VALUE","Finland","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","77.62075333333333","78.05975833333332","79.12792083333332","80.7659425","87.70964666666669","89.48167916666665","86.42298583333331","91.85282416666665","96.5919625","101.7473941666667","101.9008083333333","99.99583333333335","98.85","97.94583333333335","99.8375","101.0475","102.725","103.31"
